month,internal_sku,product_name,product_type,gross_qty,realized_qty,seller_base_revenue_rub,product_cogs_rub,cogs_status,commission_rub,commission_status,direct_variable_marketplace_costs_rub,other_direct_marketplace_costs_rub,contribution_before_ads_rub,ad_spend_attributed_rub,contribution_after_attributed_ads_rub,margin_before_ads_pct,margin_after_ads_pct,actual_drr_pct,variable_break_even_drr_pct,profitability_status,attribution_level
2025-11-01,EVT-FC-ACNE-50,"EVETIS Anti-Acne Face Cream 50 ml",SINGLE,10,5,4102,658.3,COVERED,1599.78,COVERED,1095.65,0,748.27,1107.69,-359.42,18.2416,-8.7621,27.0037,18.2416,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-11-01,EVT-FC-MOIST-50,"EVETIS Moisture Face Cream 50 ml",SINGLE,18,16,13339,2092.48,COVERED,5158.21,COVERED,1722.66,0,4365.65,2728.37,1637.28,32.7285,12.2744,20.4541,32.7285,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-11-01,EVT-FS-ACNE-30,"EVETIS Anti-Acne Face Serum 30 ml",SINGLE,23,20,12828,3360,COVERED,4736.67,COVERED,1932.28,0,2799.05,1339.75,1459.3,21.8198,11.3759,10.444,21.8198,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-11-01,EVT-FS-MOIST-30,"EVETIS Deep Moisture Face Serum 30 ml",SINGLE,23,22,14643,3562.46,COVERED,5602.67,COVERED,1973.5,0,3504.37,1958.81,1545.56,23.932,10.5549,13.3771,23.932,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-11-01,EVT-HC-BODY-300,"EVETIS Body Cream Oud Wood 300 ml",SINGLE,54,48,32061,9986.4,COVERED,12129.29,COVERED,4247.2,0,5698.11,7566.06,-1867.95,17.7727,-5.8262,23.599,17.7727,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-11-01,EVT-HC-HAND-300,"EVETIS Advanced Repair Hand Cream Oud Wood 300 ml",SINGLE,88,82,54612,18973.16,COVERED,21080.31,COVERED,8308.03,0,6250.5,5483.48,767.02,11.4453,1.4045,10.0408,11.4453,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-11-01,EVT-SET-HAND-BODY,"EVETIS Набор крем для рук + крем для тела",BUNDLE,31,28,30825,12304.04,COVERED,11617.3,COVERED,2811.63,0,4092.03,1739.48,2352.55,13.275,7.632,5.6431,13.275,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-12-01,EVT-FC-ACNE-50,"EVETIS Anti-Acne Face Cream 50 ml",SINGLE,9,7,6741,921.62,COVERED,2628.99,COVERED,488.37,0,2702.02,1804.01,898.01,40.0834,13.3216,26.7618,40.0834,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-12-01,EVT-FC-MOIST-50,"EVETIS Moisture Face Cream 50 ml",SINGLE,15,13,13560,1700.14,COVERED,5349.6,COVERED,940.93,0,5569.33,4341.43,1227.9,41.0718,9.0553,32.0164,41.0718,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-12-01,EVT-FS-ACNE-30,"EVETIS Anti-Acne Face Serum 30 ml",SINGLE,24,20,13460,3360,COVERED,5249.4,COVERED,1540.72,0,3309.88,2822.56,487.32,24.5905,3.6205,20.97,24.5905,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-12-01,EVT-FS-MOIST-30,"EVETIS Deep Moisture Face Serum 30 ml",SINGLE,17,17,13658,2752.81,COVERED,5376.12,COVERED,959.89,0,4569.18,2315.14,2254.04,33.4542,16.5034,16.9508,33.4542,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-12-01,EVT-HC-BODY-300,"EVETIS Body Cream Oud Wood 300 ml",SINGLE,3,3,2550,624.15,COVERED,994.5,COVERED,149.76,0,781.59,0,781.59,30.6506,30.6506,0,30.6506,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-12-01,EVT-HC-HAND-300,"EVETIS Advanced Repair Hand Cream Oud Wood 300 ml",SINGLE,44,40,36604,9255.2,COVERED,14300.16,COVERED,2551.05,0,10497.59,4552.45,5945.14,28.6788,16.2418,12.437,28.6788,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2025-12-01,EVT-SET-HAND-BODY,"EVETIS Набор крем для рук + крем для тела",BUNDLE,17,16,27598,7030.88,COVERED,10763.22,COVERED,1210.53,0,8593.37,2527.16,6066.21,31.1377,21.9806,9.157,31.1377,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-01-01,EVT-FC-ACNE-50,"EVETIS Anti-Acne Face Cream 50 ml",SINGLE,13,8,7021,1053.28,COVERED,2738.19,COVERED,894.25,0,2335.28,5388.83,-3053.55,33.2614,-43.4917,76.753,33.2614,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-01-01,EVT-FC-MOIST-50,"EVETIS Moisture Face Cream 50 ml",SINGLE,24,24,22257,3138.72,COVERED,8705.43,COVERED,1396.54,0,9016.31,3099.48,5916.83,40.51,26.5841,13.9259,40.51,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-01-01,EVT-FS-ACNE-30,"EVETIS Anti-Acne Face Serum 30 ml",SINGLE,22,22,17744,3696,COVERED,6920.16,COVERED,1257.16,0,5870.68,5992.19,-121.51,33.0854,-0.6848,33.7702,33.0854,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-01-01,EVT-FS-MOIST-30,"EVETIS Deep Moisture Face Serum 30 ml",SINGLE,10,7,5435,1133.51,COVERED,2119.65,COVERED,762.31,0,1419.53,607.07,812.46,26.1183,14.9487,11.1696,26.1183,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-01-01,EVT-HC-HAND-300,"EVETIS Advanced Repair Hand Cream Oud Wood 300 ml",SINGLE,27,23,20658,5321.74,COVERED,8056.62,COVERED,1628.21,0,5651.43,4280.93,1370.5,27.3571,6.6342,20.7229,27.3571,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-01-01,EVT-SET-HAND-BODY,"EVETIS Набор крем для рук + крем для тела",BUNDLE,11,10,14578,4394.3,COVERED,5685.42,COVERED,946.64,0,3551.64,1884.61,1667.03,24.363,11.4352,12.9278,24.363,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-02-01,EVT-EP-ENZYME-75,"EVETIS Enzyme Cleansing Powder 75 g",SINGLE,3,3,2424,477.89,COVERED,945.36,COVERED,299.21,0,701.54,265.1,436.44,28.9414,18.005,10.9365,28.9414,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-02-01,EVT-FC-ACNE-50,"EVETIS Anti-Acne Face Cream 50 ml",SINGLE,29,23,22668,3028.18,COVERED,8872.41,COVERED,2378.68,0,8388.73,7440.37,948.36,37.0069,4.1837,32.8232,37.0069,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-02-01,EVT-FC-MOIST-50,"EVETIS Moisture Face Cream 50 ml",SINGLE,80,64,62312,8369.92,COVERED,24354.66,COVERED,6172.35,0,23415.07,8428.61,14986.46,37.5771,24.0507,13.5265,37.5771,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-02-01,EVT-FS-ACNE-30,"EVETIS Anti-Acne Face Serum 30 ml",SINGLE,25,20,16130,3360,COVERED,6315.12,COVERED,1686.14,0,4768.74,6231.96,-1463.22,29.5644,-9.0714,38.6358,29.5644,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-02-01,EVT-FS-MOIST-30,"EVETIS Deep Moisture Face Serum 30 ml",SINGLE,4,4,3172,647.72,COVERED,1237.08,COVERED,222.67,0,1064.53,276.53,788,33.5602,24.8424,8.7178,33.5602,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-02-01,EVT-FT-ACNE-150,"EVETIS Anti-Acne Face Tonic 150 ml",SINGLE,0,0,0,0,COVERED,0,COVERED,0,0,0,51.61,-51.61,,,,,INSUFFICIENT_DATA,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-02-01,EVT-FT-MOIST-150,"EVETIS Moisture Face Tonic 150 ml",SINGLE,1,1,780,182.79,COVERED,304.2,COVERED,59.53,0,233.48,62.06,171.42,29.9333,21.9769,7.9564,29.9333,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-02-01,EVT-HC-HAND-300,"EVETIS Advanced Repair Hand Cream Oud Wood 300 ml",SINGLE,64,56,47363,12957.28,COVERED,18551.43,COVERED,4816.11,0,11038.18,6996.19,4041.99,23.3055,8.5341,14.7714,23.3055,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-02-01,EVT-SET-HAND-BODY,"EVETIS Набор крем для рук + крем для тела",BUNDLE,4,4,6714,1757.72,COVERED,2618.46,COVERED,320.29,0,2017.53,311.59,1705.94,30.0496,25.4087,4.6409,30.0496,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-EP-ENZYME-75,"EVETIS Enzyme Cleansing Powder 75 g",SINGLE,24,19,16225.34,3026.61,COVERED,6327.88,COVERED,2184.2,0,4686.65,7808.64,-3121.99,28.8848,-19.2414,48.1262,28.8848,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-FC-ACNE-50,"EVETIS Anti-Acne Face Cream 50 ml",SINGLE,43,35,30891,4608.1,COVERED,12072.93,COVERED,3546.17,0,10663.8,5290.28,5373.52,34.5207,17.3951,17.1256,34.5207,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-FC-MOIST-50,"EVETIS Moisture Face Cream 50 ml",SINGLE,19,12,12189,1569.36,COVERED,4753.71,COVERED,1875.49,0,3990.44,694.52,3295.92,32.738,27.0401,5.6979,32.738,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-FS-ACNE-30,"EVETIS Anti-Acne Face Serum 30 ml",SINGLE,22,17,14344,2856,COVERED,5613.9,COVERED,1832.7,15,4026.4,5858.77,-1832.37,28.0703,-12.7745,40.8447,28.0703,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-FS-MOIST-30,"EVETIS Deep Moisture Face Serum 30 ml",SINGLE,17,14,13949,1831.34,COVERED,5440.11,COVERED,1358.68,15,5303.87,6513.7,-1209.83,38.0233,-8.6732,46.6965,38.0233,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-FT-ACNE-150,"EVETIS Anti-Acne Face Tonic 150 ml",SINGLE,7,7,6786.66,1279.5,COVERED,2646.8,COVERED,638.35,0,2222.01,6742.8,-4520.79,32.7408,-66.6129,99.3537,32.7408,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-FT-MOIST-150,"EVETIS Moisture Face Tonic 150 ml",SINGLE,19,18,18022,3290.13,COVERED,7028.58,COVERED,1707.93,0,5995.36,8337.63,-2342.27,33.2669,-12.9967,46.2636,33.2669,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-HC-BODY-300,"EVETIS Body Cream Oud Wood 300 ml",SINGLE,10,8,5496,1664.4,COVERED,2181,COVERED,733.37,0,917.23,396.76,520.47,16.689,9.47,7.2191,16.689,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-HC-HAND-300,"EVETIS Advanced Repair Hand Cream Oud Wood 300 ml",SINGLE,64,60,48514,13882.8,COVERED,18970.5,COVERED,6860.99,0,8799.71,4983.45,3816.26,18.1385,7.8663,10.2722,18.1385,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-SET-HAND-BODY,"EVETIS Набор крем для рук + крем для тела",BUNDLE,3,3,3693,1318.29,COVERED,1440.27,COVERED,204.82,0,729.62,171,558.62,19.7568,15.1265,4.6304,19.7568,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-SET-SER-CREAM-ACNE,"EVETIS Набор anti-acne сыворотка + крем для лица",BUNDLE,1,1,1280,299.66,COVERED,499.2,COVERED,65.09,0,416.05,0,416.05,32.5039,32.5039,0,32.5039,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-03-01,EVT-SET-TON-SER-CREAM-ACNE,"EVETIS Набор anti-acne тоник + сыворотка + крем",BUNDLE,1,1,1905,482.45,COVERED,742.95,COVERED,63.51,0,616.09,0,616.09,32.3407,32.3407,0,32.3407,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-EP-ENZYME-75,"EVETIS Enzyme Cleansing Powder 75 g",SINGLE,38,34,33365,5416.03,COVERED,13628.49,COVERED,3194.04,75,11051.44,5790.03,5261.41,33.1229,15.7692,17.3536,33.1229,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-FC-ACNE-50,"EVETIS Anti-Acne Face Cream 50 ml",SINGLE,16,13,11730,1711.58,COVERED,4809.3,COVERED,1664.18,0,3544.94,902.38,2642.56,30.2211,22.5282,7.6929,30.2211,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-FS-ACNE-30,"EVETIS Anti-Acne Face Serum 30 ml",SINGLE,16,14,13845,2352,COVERED,5653.37,COVERED,1467.56,15,4357.07,4367.07,-10,31.4704,-0.0722,31.5426,31.4704,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-FS-MOIST-30,"EVETIS Deep Moisture Face Serum 30 ml",SINGLE,9,9,9493,1177.29,COVERED,3892.13,COVERED,817.25,0,3606.33,4358.24,-751.91,37.9894,-7.9207,45.91,37.9894,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-FT-ACNE-150,"EVETIS Anti-Acne Face Tonic 150 ml",SINGLE,6,5,5121,913.93,COVERED,2099.61,COVERED,563.44,0,1544.02,4808.91,-3264.89,30.1508,-63.7549,93.9057,30.1508,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-FT-MOIST-150,"EVETIS Moisture Face Tonic 150 ml",SINGLE,11,8,8328,1462.28,COVERED,3370.38,COVERED,978.08,75,2442.26,5358,-2915.74,29.3259,-35.0113,64.3372,29.3259,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-HC-AMBER-300,"EVETIS Body Cream Amber Vanilla 300 ml",SINGLE,0,0,0,0,COVERED,0,COVERED,0,0,0,385.05,-385.05,,,,,INSUFFICIENT_DATA,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-HC-BODY-300,"EVETIS Body Cream Oud Wood 300 ml",SINGLE,20,18,13674,3744.9,COVERED,5442.14,COVERED,1283.16,0,3203.8,1321.71,1882.09,23.4299,13.764,9.6659,23.4299,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-HC-CHERRY-300,"EVETIS Body Cream Lost Cherry 300 ml",SINGLE,3,3,2853,525.81,COVERED,1169.73,COVERED,244.92,0,912.54,293.06,619.48,31.9853,21.7133,10.272,31.9853,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-HC-HAND-300,"EVETIS Advanced Repair Hand Cream Oud Wood 300 ml",SINGLE,23,19,17733.17,4396.22,COVERED,7197.18,COVERED,2057.57,0,4082.2,3134.53,947.67,23.0201,5.3441,17.6761,23.0201,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-4PC-ACNE,"EVETIS Набор anti-acne полный комплекс (4 средства)",BUNDLE,10,9,26036,5775.66,COVERED,10625,COVERED,1263.68,0,8371.66,5011.8,3359.86,32.1542,12.9047,19.2495,32.1542,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-ACNE-POWDER-SERUM-CREAM,"Набор для лица от прыщей и акне",BUNDLE,4,3,5581,1376.87,COVERED,2246.67,COVERED,446.54,0,1510.92,2671.09,-1160.17,27.0726,-20.7879,47.8604,27.0726,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-CHERRY-AMBER,"EVETIS Набор крем Lost Cherry + крем Amber Vanilla",BUNDLE,2,2,3052,701.09,COVERED,625.66,MISSING_SOURCE,190.53,0,1534.72,392.13,1142.59,50.2857,37.4374,12.8483,50.2857,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-HAND-AMBER,"EVETIS Набор крем для рук + крем Amber Vanilla",BUNDLE,1,0,0,0,COVERED,0,COVERED,185.31,0,-185.31,120.95,-306.26,,,,,INSUFFICIENT_DATA,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-HAND-BODY,"EVETIS Набор крем для рук + крем для тела",BUNDLE,10,8,12184,3515.44,COVERED,4821.96,COVERED,987.22,0,2859.38,1333.53,1525.85,23.4683,12.5234,10.9449,23.4683,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-HAND-CHERRY,"EVETIS Набор крем для рук + крем Lost Cherry",BUNDLE,1,1,1350,0,MISSING_BOM_INTERVAL,553.5,COVERED,129.24,0,667.26,94.17,573.09,49.4267,42.4511,6.9756,49.4267,COGS_INCOMPLETE,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-MOIST-TONIC-SERUM,"Набор для лица увлажняющий сыворотка и тоник",BUNDLE,4,4,6421,1254.38,COVERED,2632.61,COVERED,477.44,0,2056.57,1525.8,530.77,32.0288,8.2662,23.7627,32.0288,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-SER-CREAM-ACNE,"EVETIS Набор anti-acne сыворотка + крем для лица",BUNDLE,7,6,8636,1797.96,COVERED,3491.32,COVERED,635.1,0,2711.62,2837.29,-125.67,31.399,-1.4552,32.8542,31.399,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-SER-CREAM-MOIST,"EVETIS Набор увлажняющая сыворотка + крем для лица",BUNDLE,2,2,2586,523.18,COVERED,1008.54,COVERED,128.4,0,925.88,67.02,858.86,35.8036,33.2119,2.5916,35.8036,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-04-01,EVT-SET-TON-SER-CREAM-ACNE,"EVETIS Набор anti-acne тоник + сыворотка + крем",BUNDLE,2,2,4877.83,964.89,COVERED,1999.91,COVERED,203.15,0,1709.88,3308.89,-1599.01,35.0541,-32.7812,67.8353,35.0541,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-EP-ENZYME-75,"EVETIS Enzyme Cleansing Powder 75 g",SINGLE,6,6,6544,955.77,COVERED,2683.04,COVERED,518.63,0,2386.56,2624.15,-237.59,36.4694,-3.6307,40.1001,36.4694,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-FC-MOIST-50,"EVETIS Moisture Face Cream 50 ml",SINGLE,1,1,848,130.78,COVERED,347.68,COVERED,111.86,0,257.68,0,257.68,30.3868,30.3868,0,30.3868,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-FS-ACNE-30,"EVETIS Anti-Acne Face Serum 30 ml",SINGLE,6,6,6210,1008,COVERED,2546.1,COVERED,491.5,0,2164.4,1226.5,937.9,34.8535,15.1031,19.7504,34.8535,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-FS-MOIST-30,"EVETIS Deep Moisture Face Serum 30 ml",SINGLE,18,12,12363,1569.72,COVERED,5068.83,COVERED,1446.41,15,4263.04,3443.81,819.23,34.4822,6.6265,27.8558,34.4822,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-FT-ACNE-150,"EVETIS Anti-Acne Face Tonic 150 ml",SINGLE,12,11,8684,2010.64,COVERED,3560.44,COVERED,928.65,0,2184.27,3184.65,-1000.38,25.1528,-11.5198,36.6726,25.1528,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-FT-MOIST-150,"EVETIS Moisture Face Tonic 150 ml",SINGLE,16,15,13948,2741.78,COVERED,5718.68,COVERED,1392.64,0,4094.9,3837.17,257.73,29.3583,1.8478,27.5105,29.3583,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-HC-AMBER-300,"EVETIS Body Cream Amber Vanilla 300 ml",SINGLE,4,4,4140,701.09,COVERED,1697.4,COVERED,354.54,0,1386.97,1535.06,-148.09,33.5017,-3.5771,37.0787,33.5017,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-HC-CHERRY-300,"EVETIS Body Cream Lost Cherry 300 ml",SINGLE,3,3,3210,525.81,COVERED,1316.1,COVERED,288.96,0,1079.13,1153.81,-74.68,33.6178,-2.3265,35.9442,33.6178,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-HC-HAND-300,"EVETIS Advanced Repair Hand Cream Oud Wood 300 ml",SINGLE,15,13,9384,3007.94,COVERED,3847.44,COVERED,1498.46,0,1030.16,1361.53,-331.37,10.9778,-3.5312,14.5091,10.9778,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-SET-4PC-ACNE,"EVETIS Набор anti-acne полный комплекс (4 средства)",BUNDLE,7,4,10618,2566.96,COVERED,4353.38,COVERED,831.54,0,2866.12,3381.82,-515.7,26.993,-4.8568,31.8499,26.993,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-SET-ACNE-POWDER-SERUM-CREAM,"Набор для лица от прыщей и акне",BUNDLE,0,0,0,0,COVERED,0,COVERED,0,0,0,401.14,-401.14,,,,,INSUFFICIENT_DATA,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-SET-CHERRY-AMBER,"EVETIS Набор крем Lost Cherry + крем Amber Vanilla",BUNDLE,4,3,4178,1051.63,COVERED,1712.98,COVERED,513.32,0,900.07,356.93,543.14,21.5431,13,8.5431,21.5431,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-SET-HAND-AMBER,"EVETIS Набор крем для рук + крем Amber Vanilla",BUNDLE,2,2,3115,813.3,COVERED,1277.15,COVERED,202.28,0,822.27,60.21,762.06,26.3971,24.4642,1.9329,26.3971,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-SET-HAND-CHERRY,"EVETIS Набор крем для рук + крем Lost Cherry",BUNDLE,0,0,0,0,COVERED,0,COVERED,0,0,0,482.5,-482.5,,,,,INSUFFICIENT_DATA,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-SET-SER-CREAM-ACNE,"EVETIS Набор anti-acne сыворотка + крем для лица",BUNDLE,9,5,7397,1498.3,COVERED,3032.77,COVERED,1031.75,15,1819.18,1131.85,687.33,24.5935,9.292,15.3015,24.5935,PROFITABLE_AFTER_ADS,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
2026-05-01,EVT-SET-TON-SER-CREAM-ACNE,"EVETIS Набор anti-acne тоник + сыворотка + крем",BUNDLE,3,2,3162,964.89,COVERED,1296.42,COVERED,351.05,0,549.64,1719.22,-1169.58,17.3827,-36.9886,54.3713,17.3827,PROFITABLE_BEFORE_ADS_ONLY,DIRECT_POSTING+DIRECT_SKU+ACTUAL_AD_ATTRIBUTION
