finance_event_date,posting_number,ozon_sku,internal_sku,buyer_paid_price_rub,seller_base_price_rub,ozon_bonus_rub,ozon_coinvestment_rub,observed_buyer_discount_rub,observed_buyer_discount_pct,invariant_check_rub,spp_semantics
2026-08-12,87329904-0177-12,1997079254,EVT-HC-HAND-300,288.57,819.0,527.54,2.89,530.43,64.77,0.0,NOT_PROVEN
2026-08-12,0155224134-0383-1,3892410843,EVT-SET-HAND-AMBER,358.19,1000.0,638.23,3.58,641.81,64.18,-0.0,NOT_PROVEN
2026-08-12,36589423-0568-4,3530427102,EVT-FT-ACNE-150,325.71,950.0,621.03,3.26,624.29,65.71,0.0,NOT_PROVEN
2026-08-12,90842828-0173-1,1991772098,EVT-FS-MOIST-30,326.67,953.0,623.06,3.27,626.33,65.72,0.0,NOT_PROVEN
2026-08-12,89859010-0202-1,2974977988,EVT-FC-ACNE-50,339.05,990.0,647.56,3.39,650.95,65.75,0.0,NOT_PROVEN
2026-08-13,31616016-0359-1,1997079254,EVT-HC-HAND-300,285.71,819.0,530.43,2.86,533.29,65.11,0.0,NOT_PROVEN
2026-08-13,82459851-0581-2,1991772098,EVT-FS-MOIST-30,372.38,953.0,576.9,3.72,580.62,60.93,0.0,NOT_PROVEN
2026-08-14,0199341339-0226-1,2974977988,EVT-FC-ACNE-50,483.81,990.0,501.35,4.84,506.19,51.13,-0.0,NOT_PROVEN
2026-08-14,0136965249-0473-1,3528293526,EVT-FT-MOIST-150,303.52,886.0,579.44,3.04,582.48,65.74,0.0,NOT_PROVEN
2026-08-14,0107139651-0344-2,3733452761,EVT-SET-4PC-ACNE,1501.89,2900.0,1383.09,15.02,1398.11,48.21,0.0,NOT_PROVEN
2026-08-14,0225390476-0028-1,2974977988,EVT-FC-ACNE-50,417.14,990.0,568.69,4.17,572.86,57.86,0.0,NOT_PROVEN
2026-08-14,34101060-0614-1,3530427102,EVT-FT-ACNE-150,439.44,950.0,506.17,4.39,510.56,53.74,0.0,NOT_PROVEN
2026-08-14,0248037575-0018-1,3530427102,EVT-FT-ACNE-150,309.52,903.0,590.38,3.1,593.48,65.72,0.0,NOT_PROVEN
2026-08-15,0184194448-0932-1,1991772098,EVT-FS-MOIST-30,386.67,947.0,556.46,3.87,560.33,59.17,-0.0,NOT_PROVEN
2026-08-15,0171109584-0862-1,3735674506,EVT-SET-TON-SER-CREAM-ACNE,93.6,1950.0,1855.46,0.94,1856.4,95.2,0.0,NOT_PROVEN
2026-08-15,58544176-0238-1,3892518031,EVT-HC-CHERRY-300,409.09,1001.0,587.82,4.09,591.91,59.13,-0.0,NOT_PROVEN
2026-08-15,95052185-0216-1,1994674912,EVT-FS-ACNE-30,485.71,1208.0,717.43,4.86,722.29,59.79,0.0,NOT_PROVEN
2026-08-15,90331413-0218-1,3892223191,EVT-SET-CHERRY-AMBER,499.05,1185.0,680.96,4.99,685.95,57.89,0.0,NOT_PROVEN
2026-08-16,0179415481-0008-1,3733452761,EVT-SET-4PC-ACNE,1506.67,2982.0,1460.26,15.07,1475.33,49.47,-0.0,NOT_PROVEN
2026-08-17,46179118-0187-1,1994674912,EVT-FS-ACNE-30,347.62,842.0,490.9,3.48,494.38,58.71,0.0,NOT_PROVEN
2026-08-17,0147594116-0225-1,3543342130,EVT-EP-ENZYME-75,387.62,1009.0,621.38,0.0,621.38,61.58,0.0,NOT_PROVEN
2026-08-17,32451649-0162-1,1994674912,EVT-FS-ACNE-30,553.09,1208.0,649.38,5.53,654.91,54.21,0.0,NOT_PROVEN
2026-08-17,32451649-0162-2,3530427102,EVT-FT-ACNE-150,470.83,998.0,522.46,4.71,527.17,52.82,0.0,NOT_PROVEN
2026-08-17,85223382-0071-1,3543342130,EVT-EP-ENZYME-75,352.49,884.0,527.99,3.52,531.51,60.13,0.0,NOT_PROVEN
2026-08-17,33084752-0122-3,3732641694,EVT-SET-SER-CREAM-ACNE,712.8,1150.0,430.07,7.13,437.2,38.02,0.0,NOT_PROVEN
2026-08-17,0144640483-1277-1,1994674912,EVT-FS-ACNE-30,437.14,1208.0,766.49,4.37,770.86,63.81,0.0,NOT_PROVEN
2026-08-18,0214571384-0132-1,2974977988,EVT-FC-ACNE-50,435.24,1253.0,813.41,4.35,817.76,65.26,0.0,NOT_PROVEN
2026-08-19,0105722714-0024-1,3530427102,EVT-FT-ACNE-150,611.88,998.0,386.12,0.0,386.12,38.69,0.0,NOT_PROVEN
2026-08-19,56465299-1715-1,2974977988,EVT-FC-ACNE-50,519.05,1289.0,764.76,5.19,769.95,59.73,0.0,NOT_PROVEN
2026-08-19,74808536-0264-1,1997079254,EVT-HC-HAND-300,268.39,813.0,541.93,2.68,544.61,66.99,0.0,NOT_PROVEN
2026-08-19,51216994-0149-1,3892518031,EVT-HC-CHERRY-300,383.81,1001.0,613.35,3.84,617.19,61.66,-0.0,NOT_PROVEN
2026-08-19,0177187200-0263-11,3735674506,EVT-SET-TON-SER-CREAM-ACNE,110.56,1950.0,1838.33,1.11,1839.44,94.33,0.0,NOT_PROVEN
2026-08-19,29739629-0172-1,3528293526,EVT-FT-MOIST-150,364.85,996.0,627.5,3.65,631.15,63.37,0.0,NOT_PROVEN
2026-08-20,58739777-0002-21,3733452761,EVT-SET-4PC-ACNE,1477.14,2900.0,1408.09,14.77,1422.86,49.06,0.0,NOT_PROVEN
2026-08-20,0113334517-0245-1,1991772098,EVT-FS-MOIST-30,400.95,1192.0,787.04,4.01,791.05,66.36,0.0,NOT_PROVEN
2026-08-20,0148448494-0041-1,3530427102,EVT-FT-ACNE-150,256.19,998.0,739.25,2.56,741.81,74.33,0.0,NOT_PROVEN
2026-08-20,38095424-0031-1,3530427102,EVT-FT-ACNE-150,399.05,986.0,582.96,3.99,586.95,59.53,0.0,NOT_PROVEN
2026-08-20,0248234521-0019-1,1994674912,EVT-FS-ACNE-30,479.05,1208.0,724.16,4.79,728.95,60.34,0.0,NOT_PROVEN
2026-08-20,76317668-0110-1,1997079254,EVT-HC-HAND-300,338.1,813.0,471.52,3.38,474.9,58.41,0.0,NOT_PROVEN
2026-08-20,76317668-0110-3,3892345516,EVT-SET-HAND-CHERRY,785.71,1195.0,401.43,7.86,409.29,34.25,0.0,NOT_PROVEN
2026-08-20,82007149-0827-1,3528293526,EVT-FT-MOIST-150,397.18,996.0,594.85,3.97,598.82,60.12,0.0,NOT_PROVEN
2026-08-20,86171999-0518-1,3892223191,EVT-SET-CHERRY-AMBER,59.84,1153.0,1092.56,0.6,1093.16,94.81,0.0,NOT_PROVEN
2026-08-21,0137845692-0179-1,1991772098,EVT-FS-MOIST-30,400.95,1192.0,787.04,4.01,791.05,66.36,0.0,NOT_PROVEN
2026-08-21,47187925-0009-1,3735674506,EVT-SET-TON-SER-CREAM-ACNE,883.81,1900.0,1007.35,8.84,1016.19,53.48,0.0,NOT_PROVEN
2026-08-21,05429545-0317-1,3543342130,EVT-EP-ENZYME-75,303.52,999.0,692.44,3.04,695.48,69.62,0.0,NOT_PROVEN
2026-08-21,0231603643-0006-1,3930712640,EVT-HC-AMBER-300,494.34,967.0,472.66,0.0,472.66,48.88,0.0,NOT_PROVEN
2026-08-21,58218201-0094-2,3735674506,EVT-SET-TON-SER-CREAM-ACNE,1443.7,1950.0,506.3,0.0,506.3,25.96,0.0,NOT_PROVEN
2026-08-21,15126239-0026-1,3930712640,EVT-HC-AMBER-300,370.27,959.0,585.03,3.7,588.73,61.39,0.0,NOT_PROVEN
2026-08-21,43300358-0341-1,3892223191,EVT-SET-CHERRY-AMBER,61.76,1185.0,1122.62,0.62,1123.24,94.79,0.0,NOT_PROVEN
2026-08-21,32147445-0711-1,3732641694,EVT-SET-SER-CREAM-ACNE,835.99,1407.0,562.65,8.36,571.01,40.58,0.0,NOT_PROVEN
2026-08-21,0105883992-0314-1,2974977988,EVT-FC-ACNE-50,465.09,1133.0,663.26,4.65,667.91,58.95,0.0,NOT_PROVEN
2026-08-21,60089518-0388-1,3528293526,EVT-FT-MOIST-150,356.29,996.0,636.15,3.56,639.71,64.23,0.0,NOT_PROVEN
2026-08-21,35321171-0289-6,1994674912,EVT-FS-ACNE-30,489.1,1208.0,714.01,4.89,718.9,59.51,-0.0,NOT_PROVEN
2026-08-21,35321171-0289-5,3735674506,EVT-SET-TON-SER-CREAM-ACNE,876.78,1900.0,1014.45,8.77,1023.22,53.85,0.0,NOT_PROVEN
2026-08-21,35321171-0289-11,3543342130,EVT-EP-ENZYME-75,402.84,999.0,592.13,4.03,596.16,59.68,0.0,NOT_PROVEN
2026-08-21,35321171-0289-2,2974977988,EVT-FC-ACNE-50,467.3,1133.0,661.03,4.67,665.7,58.76,0.0,NOT_PROVEN
2026-08-21,35321171-0289-15,3530427102,EVT-FT-ACNE-150,396.21,986.0,585.83,3.96,589.79,59.82,0.0,NOT_PROVEN
2026-08-22,0109917285-0093-1,1991772098,EVT-FS-MOIST-30,399.2,1192.0,788.81,3.99,792.8,66.51,0.0,NOT_PROVEN
2026-08-23,67879944-0184-4,3733452761,EVT-SET-4PC-ACNE,1286.67,2958.0,1658.46,12.87,1671.33,56.5,0.0,NOT_PROVEN
2026-08-23,49261535-0305-3,3892518031,EVT-HC-CHERRY-300,357.24,1001.0,640.19,3.57,643.76,64.31,-0.0,NOT_PROVEN
2026-08-23,25289427-0285-1,1997079254,EVT-HC-HAND-300,312.59,813.0,497.28,3.13,500.41,61.55,0.0,NOT_PROVEN
2026-08-23,0144640483-1300-1,3543342130,EVT-EP-ENZYME-75,305.71,999.0,690.23,3.06,693.29,69.4,0.0,NOT_PROVEN
2026-08-24,0265731650-0014-1,3543342130,EVT-EP-ENZYME-75,324.94,999.0,674.06,0.0,674.06,67.47,0.0,NOT_PROVEN
2026-08-24,40042682-0146-1,3892410843,EVT-SET-HAND-AMBER,476.96,1139.0,657.27,4.77,662.04,58.12,0.0,NOT_PROVEN
2026-08-24,81360106-0505-1,3543342130,EVT-EP-ENZYME-75,300.95,999.0,695.04,3.01,698.05,69.87,0.0,NOT_PROVEN
2026-08-24,39054746-0061-1,3543342130,EVT-EP-ENZYME-75,502.86,1021.0,518.14,0.0,518.14,50.75,0.0,NOT_PROVEN
2026-08-24,41472753-0076-1,3733947454,EVT-SET-ACNE-POWDER-SERUM-CREAM,811.43,2000.0,1180.46,8.11,1188.57,59.43,0.0,NOT_PROVEN
2026-08-25,31277213-0625-2,3530427102,EVT-FT-ACNE-150,400.95,986.0,585.05,0.0,585.05,59.34,0.0,NOT_PROVEN
2026-08-25,0198345921-0130-23,3530427102,EVT-FT-ACNE-150,301.9,986.0,681.08,3.02,684.1,69.38,0.0,NOT_PROVEN
2026-08-25,0152159323-1117-1,2974977988,EVT-FC-ACNE-50,533.33,1183.0,644.34,5.33,649.67,54.92,0.0,NOT_PROVEN
2026-08-25,11471894-0423-1,3735183318,EVT-SET-MOIST-TONIC-SERUM,577.14,1223.0,640.09,5.77,645.86,52.81,0.0,NOT_PROVEN
2026-08-25,81103807-0022-1,3735183318,EVT-SET-MOIST-TONIC-SERUM,462.93,1223.0,755.44,4.63,760.07,62.15,-0.0,NOT_PROVEN
2026-08-25,50251336-0172-1,1991772098,EVT-FS-MOIST-30,308.79,904.0,592.12,3.09,595.21,65.84,-0.0,NOT_PROVEN
2026-08-25,69818289-0736-1,3930712640,EVT-HC-AMBER-300,570.48,1009.0,438.52,0.0,438.52,43.46,0.0,NOT_PROVEN
2026-08-26,29020685-0873-47,3543342130,EVT-EP-ENZYME-75,419.14,1021.0,597.67,4.19,601.86,58.95,0.0,NOT_PROVEN
2026-08-26,0133327504-0175-1,3892345516,EVT-SET-HAND-CHERRY,744.76,1245.0,492.79,7.45,500.24,40.18,0.0,NOT_PROVEN
2026-08-26,32590483-0097-1,1997079254,EVT-HC-HAND-300,333.96,813.0,479.04,0.0,479.04,58.92,0.0,NOT_PROVEN
2026-08-27,0181184258-0004-1,3733452761,EVT-SET-4PC-ACNE,1220.0,2958.0,1725.8,12.2,1738.0,58.76,0.0,NOT_PROVEN
2026-08-27,45787713-0006-1,1994674912,EVT-FS-ACNE-30,453.33,1208.0,750.14,4.53,754.67,62.47,0.0,NOT_PROVEN
2026-08-27,66461262-0191-1,1997079254,EVT-HC-HAND-300,309.95,813.0,499.95,3.1,503.05,61.88,0.0,NOT_PROVEN
2026-08-28,18408324-0404-3,2974977988,EVT-FC-ACNE-50,487.69,1233.0,740.43,4.88,745.31,60.45,0.0,NOT_PROVEN
2026-08-28,0123272455-0170-1,3528293526,EVT-FT-MOIST-150,374.35,1002.0,623.91,3.74,627.65,62.64,0.0,NOT_PROVEN
2026-08-28,0102968538-0535-1,3735183318,EVT-SET-MOIST-TONIC-SERUM,556.77,1273.0,710.66,5.57,716.23,56.26,0.0,NOT_PROVEN
2026-08-28,98953119-0321-1,3892518031,EVT-HC-CHERRY-300,455.24,1001.0,541.21,4.55,545.76,54.52,0.0,NOT_PROVEN
2026-08-28,82358868-0686-1,3530427102,EVT-FT-ACNE-150,300.0,986.0,683.0,3.0,686.0,69.57,0.0,NOT_PROVEN
2026-08-28,34851774-1572-1,3530427102,EVT-FT-ACNE-150,503.17,1036.0,532.83,0.0,532.83,51.43,0.0,NOT_PROVEN
2026-08-28,34851774-1572-3,2974977988,EVT-FC-ACNE-50,577.3,1183.0,605.7,0.0,605.7,51.2,0.0,NOT_PROVEN
2026-08-29,65377661-0395-1,4843362212,EVT-SET-ACNE-TONIC-SERUM,559.05,1421.0,856.36,5.59,861.95,60.66,0.0,NOT_PROVEN
2026-08-29,0174149519-0230-4,3733452761,EVT-SET-4PC-ACNE,1496.19,2958.0,1446.85,14.96,1461.81,49.42,0.0,NOT_PROVEN
2026-08-29,80431242-0097-1,3735183318,EVT-SET-MOIST-TONIC-SERUM,552.21,1273.0,715.27,5.52,720.79,56.62,0.0,NOT_PROVEN
2026-08-29,0183342354-0245-3,1994674912,EVT-FS-ACNE-30,496.68,1258.0,756.35,4.97,761.32,60.52,0.0,NOT_PROVEN
2026-08-29,36898487-0174-1,3530427102,EVT-FT-ACNE-150,417.14,1036.0,614.69,4.17,618.86,59.74,0.0,NOT_PROVEN
2026-08-30,0123934165-0014-1,3528293526,EVT-FT-MOIST-150,36.24,1096.0,1059.4,0.36,1059.76,96.69,0.0,NOT_PROVEN
2026-08-30,0124734158-0043-1,3530427102,EVT-FT-ACNE-150,374.29,1086.0,707.97,3.74,711.71,65.53,0.0,NOT_PROVEN
2026-08-31,0124323525-0091-1,1997079254,EVT-HC-HAND-300,261.9,913.0,648.48,2.62,651.1,71.31,0.0,NOT_PROVEN
