created_date,posting_number,order_id,order_number,status,substatus,ozon_sku,offer_id,internal_sku,quantity,price,old_price,total_discount_value,commission_amount,payout,is_cancelled,cancel_reason_id,source_raw_file
2026-07-18,34484499-0410-1,37539344371,34484499-0410,delivered,posting_received,1997079254,252442517,EVT-HC-HAND-300,1,586.0,1974.1100000000001,1388.1100000000001,,345.74,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-18,0190373639-0720-1,37542237943,0190373639-0720,delivered,posting_received,2974977988,438775617,EVT-FC-ACNE-50,1,1021.0,3359.71,2338.71,,602.39,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-18,0201665505-0024-1,36700513041,0201665505-0024,cancelled,posting_canceled,2974977988,438775617,EVT-FC-ACNE-50,1,1021.0,3371.52,2350.52,,0.0,yes,505,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-19,56648191-0141-2,37678010511,56648191-0141,delivered,posting_received,3733452761,868597351,EVT-SET-4PC-ACNE,1,2841.0,8784.96,5943.96,,1676.19,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-19,0140260783-0103-1,37908725551,0140260783-0103,delivered,posting_received,1997079254,252442517,EVT-HC-HAND-300,1,586.0,1918.0,1332.0,,345.74,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-19,0221180046-0084-1,37480424238,0221180046-0084,delivered,posting_received,1991772098,305101272,EVT-FS-MOIST-30,1,845.0,2846.05,2001.0500000000002,,498.55,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-19,0208882878-0247-1,37531083262,0208882878-0247,delivered,posting_received,3733947454,909951444,EVT-SET-ACNE-POWDER-SERUM-CREAM,1,1586.0,5528.95,3942.95,,935.74,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-19,0152034345-0505-1,37717507209,0152034345-0505,delivered,posting_received,2974977988,438775617,EVT-FC-ACNE-50,1,1021.0,3369.62,2348.62,,602.39,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-19,0152034345-0506-1,37719227209,0152034345-0506,delivered,posting_received,3543342130,535580776,EVT-EP-ENZYME-75,1,1123.0,3813.6200000000003,2690.6200000000003,,662.57,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-19,0152034345-0507-1,37719267209,0152034345-0507,delivered,posting_received,2974977988,438775617,EVT-FC-ACNE-50,1,1021.0,3369.62,2348.62,,602.39,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-19,26617500-0814-1,36639171692,26617500-0814,delivered,posting_received,3530427102,535581675,EVT-FT-ACNE-150,1,1109.0,3622.19,2513.19,,654.31,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-20,49551554-1311-1,36932066338,49551554-1311,delivered,posting_received,3892223191,930334397,EVT-SET-CHERRY-AMBER,1,1530.0,4337.9,2807.9,,902.7,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-20,0163752488-0152-1,37660492600,0163752488-0152,delivered,posting_received,1997079254,252442517,EVT-HC-HAND-300,1,928.0,3069.9,2141.9,,547.52,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-20,0141687018-1167-1,37517936378,0141687018-1167,cancelled,posting_canceled,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,1,2853.0,8499.33,5646.33,,0.0,yes,506,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-20,37650235-0538-1,37177627995,37650235-0538,delivered,posting_received,1997079254,252442517,EVT-HC-HAND-300,1,928.0,2929.8999999999996,2001.8999999999999,,547.52,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-20,0141687018-1168-1,37517966378,0141687018-1168,cancelled,posting_canceled,1994674912,305101361,EVT-FS-ACNE-30,1,842.0,2442.29,1600.29,,0.0,yes,79,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-21,40648009-0543-2,36964477497,40648009-0543,delivered,posting_received,3733452761,868597351,EVT-SET-4PC-ACNE,1,3900.0,11924.380000000001,8024.38,,2301.0,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-21,87896916-0043-1,38626804948,87896916-0043,delivered,posting_received,3530427102,535581675,EVT-FT-ACNE-150,1,1640.0,5087.29,3447.29,,967.6,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-21,74873204-0154-1,38349816516,74873204-0154,delivered,posting_received,3892518031,593111986,EVT-HC-CHERRY-300,1,1275.0,4167.93,2892.93,,752.25,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-22,19380458-0073-1,37562146378,19380458-0073,delivered,posting_received,1997079254,252442517,EVT-HC-HAND-300,1,861.0,2683.52,1822.52,,507.99,no,,raw/backfill_v1/seller/posting_fbo_202607.json
2026-07-23,45366572-0290-1,36798997468,45366572-0290,delivered,posting_received,3733947454,909951444,EVT-SET-ACNE-POWDER-SERUM-CREAM,1,2216.0,6614.33,4398.33,,1307.44,no,,raw/backfill_v1/seller/posting_fbo_202607.json
