date,campaign_id,campaign_group,campaign_state_current,expense_rub,bonus_expense_rub,subscription_expense_rub,impressions,clicks,orders,revenue,ctr,cpc,drr_api_if_present,source_raw_file
2026-06-29,27307535,EVETIS_CPC_LEGACY,ARCHIVED,51.4,0.0,0.0,551,7,0,0.0,1.2704,7.3429,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260629.csv
2026-06-29,27307598,EVETIS_CPC_LEGACY,ARCHIVED,74.04,0.0,0.0,442,15,1,872.0,3.3937,4.936,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260629.csv
2026-06-29,27443733,EVETIS_CPC_LEGACY,ARCHIVED,286.6,0.0,0.0,1761,37,0,0.0,2.1011,7.7459,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260629.csv
2026-06-30,27251978,EVETIS_CPC_LEGACY,ARCHIVED,67.38,0.0,0.0,536,18,1,832.0,3.3582,3.7433,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260630.csv
2026-06-30,27307535,EVETIS_CPC_LEGACY,ARCHIVED,110.87,0.0,0.0,524,12,0,0.0,2.2901,9.2392,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260630.csv
2026-06-30,27307598,EVETIS_CPC_LEGACY,ARCHIVED,155.43,0.0,0.0,730,32,0,0.0,4.3836,4.8572,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260630.csv
2026-06-30,27443733,EVETIS_CPC_LEGACY,ARCHIVED,364.33,0.0,0.0,1810,56,0,0.0,3.0939,6.5059,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260630.csv
2026-07-01,27251978,EVETIS_CPC_LEGACY,ARCHIVED,64.26,0.0,0.0,547,15,0,0.0,2.7422,4.284,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260701.csv
2026-07-01,27307535,EVETIS_CPC_LEGACY,ARCHIVED,102.63,0.0,0.0,642,14,0,0.0,2.1807,7.3307,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260701.csv
2026-07-01,27307598,EVETIS_CPC_LEGACY,ARCHIVED,140.4,0.0,0.0,618,30,0,0.0,4.8544,4.68,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260701.csv
2026-07-01,27443733,EVETIS_CPC_LEGACY,ARCHIVED,312.73,0.0,0.0,1798,56,0,0.0,3.1146,5.5845,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260701.csv
2026-07-02,27251978,EVETIS_CPC_LEGACY,ARCHIVED,39.66,0.0,0.0,633,10,1,967.0,1.5798,3.966,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260702.csv
2026-07-02,27307535,EVETIS_CPC_LEGACY,ARCHIVED,116.53,0.0,0.0,664,11,0,0.0,1.6566,10.5936,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260702.csv
2026-07-02,27307598,EVETIS_CPC_LEGACY,ARCHIVED,551.75,0.0,0.0,1574,84,0,0.0,5.3367,6.5685,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260702.csv
2026-07-02,27443733,EVETIS_CPC_LEGACY,ARCHIVED,453.58,0.0,0.0,2236,70,1,1261.0,3.1306,6.4797,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260702.csv
2026-07-03,27251978,EVETIS_CPC_LEGACY,ARCHIVED,119.13,0.0,0.0,1223,27,0,0.0,2.2077,4.4122,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260703.csv
2026-07-03,27307535,EVETIS_CPC_LEGACY,ARCHIVED,132.03,0.0,0.0,941,14,0,0.0,1.4878,9.4307,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260703.csv
2026-07-03,27307598,EVETIS_CPC_LEGACY,ARCHIVED,609.04,0.0,0.0,2247,112,1,975.0,4.9844,5.4379,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260703.csv
2026-07-03,27443733,EVETIS_CPC_LEGACY,ARCHIVED,440.21,0.0,0.0,1987,75,0,0.0,3.7745,5.8695,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260703.csv
2026-07-04,27251978,EVETIS_CPC_LEGACY,ARCHIVED,169.75,0.0,0.0,1702,37,0,0.0,2.1739,4.5878,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260704.csv
2026-07-04,27307535,EVETIS_CPC_LEGACY,ARCHIVED,178.84,0.0,0.0,1409,20,1,1230.0,1.4194,8.942,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260704.csv
2026-07-04,27307598,EVETIS_CPC_LEGACY,ARCHIVED,657.54,0.0,0.0,2637,139,0,0.0,5.2711,4.7305,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260704.csv
2026-07-04,27443733,EVETIS_CPC_LEGACY,ARCHIVED,556.42,0.0,0.0,2497,101,1,1823.0,4.0449,5.5091,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260704.csv
2026-07-05,27251978,EVETIS_CPC_LEGACY,ARCHIVED,499.78,0.0,0.0,3804,100,0,0.0,2.6288,4.9978,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260705.csv
2026-07-05,27307535,EVETIS_CPC_LEGACY,ARCHIVED,378.8,0.0,0.0,3091,43,1,1230.0,1.3911,8.8093,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260705.csv
2026-07-05,27307598,EVETIS_CPC_LEGACY,ARCHIVED,659.38,0.0,0.0,8097,133,1,1060.0,1.6426,4.9577,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260705.csv
2026-07-05,27443733,EVETIS_CPC_LEGACY,ARCHIVED,1755.53,0.0,0.0,7597,290,0,0.0,3.8173,6.0536,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260705.csv
2026-07-06,27251978,EVETIS_CPC_LEGACY,ARCHIVED,232.55,0.0,0.0,1863,44,0,0.0,2.3618,5.2852,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260706.csv
2026-07-06,27307535,EVETIS_CPC_LEGACY,ARCHIVED,245.41,0.0,0.0,1665,29,0,0.0,1.7417,8.4624,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260706.csv
2026-07-06,27307598,EVETIS_CPC_LEGACY,ARCHIVED,494.32,0.0,0.0,7255,107,0,0.0,1.4748,4.6198,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260706.csv
2026-07-06,27443733,EVETIS_CPC_LEGACY,ARCHIVED,1331.39,0.0,0.0,5953,218,3,7444.0,3.662,6.1073,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260706.csv
2026-07-07,27443733,EVETIS_CPC_LEGACY,ARCHIVED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,0,1,2831.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-08,27307598,EVETIS_CPC_LEGACY,ARCHIVED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,0,1,896.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-09,27307535,EVETIS_CPC_LEGACY,ARCHIVED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,0,1,1416.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-09,27307598,EVETIS_CPC_LEGACY,ARCHIVED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,0,1,853.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-10,27307535,EVETIS_CPC_LEGACY,ARCHIVED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,0,1,1176.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-10,27443733,EVETIS_CPC_LEGACY,ARCHIVED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,0,1,2162.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-11,32157891,EVETIS_CPC_CORE,RUNNING,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,22,0,0,0.0,0.0,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-11,32157919,EVETIS_CPC_CORE,RUNNING,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,17,0,0,0.0,0.0,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-11,32157947,EVETIS_CPC_CORE,RUNNING,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,4,0,0,0.0,0.0,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-11,32157965,EVETIS_CPC_CORE,RUNNING,17.86,0.0,0.0,252,6,0,0.0,2.381,2.9767,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260711.csv
2026-07-11,32157988,EVETIS_CPC_CORE,RUNNING,6.96,0.0,0.0,26,2,0,0.0,7.6923,3.48,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260711.csv
2026-07-11,32158008,EVETIS_CPC_CORE,RUNNING,8.1,0.0,0.0,35,2,0,0.0,5.7143,4.05,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260711.csv
2026-07-11,32158051,EVETIS_CPC_CORE,RUNNING,19.71,0.0,0.0,82,5,0,0.0,6.0976,3.942,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260711.csv
2026-07-11,32158176,EVETIS_CPC_CORE,RUNNING,2.88,0.0,0.0,29,1,0,0.0,3.4483,2.88,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260711.csv
2026-07-11,32158299,EVETIS_CPC_CORE,INACTIVE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,9,0,0,0.0,0.0,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-12,32157891,EVETIS_CPC_CORE,RUNNING,4.54,0.0,0.0,102,1,0,0.0,0.9804,4.54,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260712.csv
2026-07-12,32157919,EVETIS_CPC_CORE,RUNNING,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,124,0,0,0.0,0.0,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-12,32157947,EVETIS_CPC_CORE,RUNNING,3.82,0.0,0.0,27,2,0,0.0,7.4074,1.91,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260712.csv
2026-07-12,32157965,EVETIS_CPC_CORE,RUNNING,48.53,0.0,0.0,339,17,0,0.0,5.0147,2.8547,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260712.csv
2026-07-12,32157988,EVETIS_CPC_CORE,RUNNING,3.99,0.0,0.0,51,1,0,0.0,1.9608,3.99,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260712.csv
2026-07-12,32158008,EVETIS_CPC_CORE,RUNNING,17.64,0.0,0.0,76,4,0,0.0,5.2632,4.41,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260712.csv
2026-07-12,32158051,EVETIS_CPC_CORE,RUNNING,36.56,0.0,0.0,217,9,0,0.0,4.1475,4.0622,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260712.csv
2026-07-12,32158176,EVETIS_CPC_CORE,RUNNING,27.22,0.0,0.0,103,7,0,0.0,6.7961,3.8886,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260712.csv
2026-07-12,32158299,EVETIS_CPC_CORE,INACTIVE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,23,0,0,0.0,0.0,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-13,27443733,EVETIS_CPC_LEGACY,ARCHIVED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,0,1,1420.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-13,32157891,EVETIS_CPC_CORE,RUNNING,40.85,0.0,0.0,408,8,1,650.0,1.9608,5.1063,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260713.csv
2026-07-13,32157919,EVETIS_CPC_CORE,RUNNING,25.83,0.0,0.0,470,4,0,0.0,0.8511,6.4575,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260713.csv
2026-07-13,32157947,EVETIS_CPC_CORE,RUNNING,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,32,0,0,0.0,0.0,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-13,32157965,EVETIS_CPC_CORE,RUNNING,22.81,0.0,0.0,329,7,0,0.0,2.1277,3.2586,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260713.csv
2026-07-13,32157988,EVETIS_CPC_CORE,RUNNING,2.58,0.0,0.0,86,1,0,0.0,1.1628,2.58,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260713.csv
2026-07-13,32158008,EVETIS_CPC_CORE,RUNNING,11.42,0.0,0.0,111,2,0,0.0,1.8018,5.71,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260713.csv
2026-07-13,32158051,EVETIS_CPC_CORE,RUNNING,26.78,0.0,0.0,252,8,0,0.0,3.1746,3.3475,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260713.csv
2026-07-13,32158176,EVETIS_CPC_CORE,RUNNING,4.46,0.0,0.0,114,1,0,0.0,0.8772,4.46,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260713.csv
2026-07-13,32158299,EVETIS_CPC_CORE,INACTIVE,1.0,0.0,0.0,119,1,0,0.0,0.8403,1.0,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260713.csv
2026-07-14,27443733,EVETIS_CPC_LEGACY,ARCHIVED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,0,1,1416.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-14,32157891,EVETIS_CPC_CORE,RUNNING,28.17,0.0,0.0,323,5,0,0.0,1.548,5.634,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260714.csv
2026-07-14,32157919,EVETIS_CPC_CORE,RUNNING,41.32,0.0,0.0,439,6,0,0.0,1.3667,6.8867,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260714.csv
2026-07-14,32157947,EVETIS_CPC_CORE,RUNNING,5.96,0.0,0.0,56,1,0,0.0,1.7857,5.96,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260714.csv
2026-07-14,32157965,EVETIS_CPC_CORE,RUNNING,46.36,0.0,0.0,361,13,0,0.0,3.6011,3.5662,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260714.csv
2026-07-14,32157988,EVETIS_CPC_CORE,RUNNING,24.6,0.0,0.0,126,6,0,0.0,4.7619,4.1,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260714.csv
2026-07-14,32158008,EVETIS_CPC_CORE,RUNNING,26.56,0.0,0.0,136,5,0,0.0,3.6765,5.312,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260714.csv
2026-07-14,32158051,EVETIS_CPC_CORE,RUNNING,30.75,0.0,0.0,217,9,0,0.0,4.1475,3.4167,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260714.csv
2026-07-14,32158176,EVETIS_CPC_CORE,RUNNING,96.54,0.0,0.0,236,18,0,0.0,7.6271,5.3633,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260714.csv
2026-07-14,32158299,EVETIS_CPC_CORE,INACTIVE,24.65,0.0,0.0,142,4,0,0.0,2.8169,6.1625,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260714.csv
2026-07-15,32157891,EVETIS_CPC_CORE,RUNNING,67.95,0.0,0.0,454,9,0,0.0,1.9824,7.55,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260715.csv
2026-07-15,32157919,EVETIS_CPC_CORE,RUNNING,37.93,0.0,0.0,194,4,0,0.0,2.0619,9.4825,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260715.csv
2026-07-15,32157947,EVETIS_CPC_CORE,RUNNING,7.94,0.0,0.0,87,2,0,0.0,2.2989,3.97,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260715.csv
2026-07-15,32157965,EVETIS_CPC_CORE,RUNNING,73.88,0.0,0.0,465,18,0,0.0,3.871,4.1044,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260715.csv
2026-07-15,32157988,EVETIS_CPC_CORE,RUNNING,4.82,0.0,0.0,143,2,1,1109.0,1.3986,2.41,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260715.csv
2026-07-15,32158008,EVETIS_CPC_CORE,RUNNING,51.69,0.0,0.0,258,10,0,0.0,3.876,5.169,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260715.csv
2026-07-15,32158051,EVETIS_CPC_CORE,RUNNING,97.6,0.0,0.0,490,25,0,0.0,5.102,3.904,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260715.csv
2026-07-15,32158176,EVETIS_CPC_CORE,RUNNING,142.7,0.0,0.0,334,22,0,0.0,6.5868,6.4864,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260715.csv
2026-07-15,32158299,EVETIS_CPC_CORE,INACTIVE,52.58,0.0,0.0,333,10,0,0.0,3.003,5.258,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260715.csv
2026-07-16,32157891,EVETIS_CPC_CORE,RUNNING,115.6,0.0,0.0,595,14,0,0.0,2.3529,8.2571,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260716.csv
2026-07-16,32157919,EVETIS_CPC_CORE,RUNNING,52.07,0.0,0.0,281,7,0,0.0,2.4911,7.4386,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260716.csv
2026-07-16,32157947,EVETIS_CPC_CORE,RUNNING,29.33,0.0,0.0,82,4,0,0.0,4.878,7.3325,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260716.csv
2026-07-16,32157965,EVETIS_CPC_CORE,RUNNING,43.17,0.0,0.0,181,10,0,0.0,5.5249,4.317,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260716.csv
2026-07-16,32157988,EVETIS_CPC_CORE,RUNNING,41.17,0.0,0.0,339,5,0,0.0,1.4749,8.234,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260716.csv
2026-07-16,32158008,EVETIS_CPC_CORE,RUNNING,100.92,0.0,0.0,372,15,0,0.0,4.0323,6.728,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260716.csv
2026-07-16,32158051,EVETIS_CPC_CORE,RUNNING,172.87,0.0,0.0,1001,38,1,2841.0,3.7962,4.5492,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260716.csv
2026-07-16,32158176,EVETIS_CPC_CORE,RUNNING,127.83,0.0,0.0,499,20,0,0.0,4.008,6.3915,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260716.csv
2026-07-16,32158299,EVETIS_CPC_CORE,INACTIVE,60.66,0.0,0.0,396,8,0,0.0,2.0202,7.5825,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260716.csv
2026-07-17,32157891,EVETIS_CPC_CORE,RUNNING,98.13,0.0,0.0,598,13,0,0.0,2.1739,7.5485,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260717.csv
2026-07-17,32157919,EVETIS_CPC_CORE,RUNNING,64.46,0.0,0.0,295,8,0,0.0,2.7119,8.0575,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260717.csv
2026-07-17,32157947,EVETIS_CPC_CORE,RUNNING,83.03,0.0,0.0,124,9,0,0.0,7.2581,9.2256,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260717.csv
2026-07-17,32157965,EVETIS_CPC_CORE,RUNNING,62.55,0.0,0.0,180,9,0,0.0,5.0,6.95,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260717.csv
2026-07-17,32157988,EVETIS_CPC_CORE,RUNNING,129.26,0.0,0.0,421,19,0,0.0,4.5131,6.8032,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260717.csv
2026-07-17,32158008,EVETIS_CPC_CORE,RUNNING,102.39,0.0,0.0,309,15,0,0.0,4.8544,6.826,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260717.csv
2026-07-17,32158051,EVETIS_CPC_CORE,RUNNING,142.76,0.0,0.0,698,29,0,0.0,4.1547,4.9228,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260717.csv
2026-07-17,32158176,EVETIS_CPC_CORE,RUNNING,137.18,0.0,0.0,362,20,0,0.0,5.5249,6.859,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260717.csv
2026-07-17,32158299,EVETIS_CPC_CORE,INACTIVE,54.9,0.0,0.0,310,8,0,0.0,2.5806,6.8625,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260717.csv
2026-07-18,27251978,EVETIS_CPC_LEGACY,ARCHIVED,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,0,0,1,2045.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_AVAILABLE,performance/daily_*.csv
2026-07-18,32157891,EVETIS_CPC_CORE,RUNNING,122.22,0.0,0.0,476,15,1,586.0,3.1513,8.148,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260718.csv
2026-07-18,32157919,EVETIS_CPC_CORE,RUNNING,46.93,0.0,0.0,216,7,0,0.0,3.2407,6.7043,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260718.csv
2026-07-18,32157947,EVETIS_CPC_CORE,RUNNING,51.77,0.0,0.0,171,6,0,0.0,3.5088,8.6283,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260718.csv
2026-07-18,32157965,EVETIS_CPC_CORE,RUNNING,295.18,0.0,0.0,404,19,0,0.0,4.703,15.5358,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260718.csv
2026-07-18,32157988,EVETIS_CPC_CORE,RUNNING,112.53,0.0,0.0,464,17,0,0.0,3.6638,6.6194,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260718.csv
2026-07-18,32158008,EVETIS_CPC_CORE,RUNNING,73.42,0.0,0.0,327,11,0,0.0,3.3639,6.6745,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260718.csv
2026-07-18,32158051,EVETIS_CPC_CORE,RUNNING,154.45,0.0,0.0,519,31,0,0.0,5.973,4.9823,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260718.csv
2026-07-18,32158176,EVETIS_CPC_CORE,RUNNING,268.19,0.0,0.0,475,37,0,0.0,7.7895,7.2484,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260718.csv
2026-07-18,32158299,EVETIS_CPC_CORE,INACTIVE,183.28,0.0,0.0,441,24,0,0.0,5.4422,7.6367,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260718.csv
2026-07-19,32157891,EVETIS_CPC_CORE,RUNNING,184.16,0.0,0.0,895,21,1,586.0,2.3464,8.7695,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260719.csv
2026-07-19,32157919,EVETIS_CPC_CORE,RUNNING,33.67,0.0,0.0,271,3,0,0.0,1.107,11.2233,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260719.csv
2026-07-19,32157947,EVETIS_CPC_CORE,RUNNING,39.99,0.0,0.0,189,4,1,845.0,2.1164,9.9975,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260719.csv
2026-07-19,32157965,EVETIS_CPC_CORE,RUNNING,74.05,0.0,0.0,212,11,1,1021.0,5.1887,6.7318,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260719.csv
2026-07-19,32157988,EVETIS_CPC_CORE,RUNNING,132.2,0.0,0.0,555,20,1,1109.0,3.6036,6.61,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260719.csv
2026-07-19,32158008,EVETIS_CPC_CORE,RUNNING,105.99,0.0,0.0,401,15,1,2045.0,3.7406,7.066,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260719.csv
2026-07-19,32158051,EVETIS_CPC_CORE,RUNNING,138.0,0.0,0.0,423,27,0,0.0,6.383,5.1111,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260719.csv
2026-07-19,32158176,EVETIS_CPC_CORE,RUNNING,118.08,0.0,0.0,372,18,0,0.0,4.8387,6.56,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260719.csv
2026-07-19,32158299,EVETIS_CPC_CORE,INACTIVE,143.02,0.0,0.0,445,20,1,1586.0,4.4944,7.151,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260719.csv
2026-07-20,32157891,EVETIS_CPC_CORE,RUNNING,134.89,0.0,0.0,1073,18,2,1172.0,1.6775,7.4939,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260720.csv
2026-07-20,32157919,EVETIS_CPC_CORE,RUNNING,26.63,0.0,0.0,278,3,1,1530.0,1.0791,8.8767,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260720.csv
2026-07-20,32157947,EVETIS_CPC_CORE,RUNNING,128.21,0.0,0.0,247,13,0,0.0,5.2632,9.8623,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260720.csv
2026-07-20,32157965,EVETIS_CPC_CORE,RUNNING,54.29,0.0,0.0,298,10,2,2042.0,3.3557,5.429,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260720.csv
2026-07-20,32157988,EVETIS_CPC_CORE,RUNNING,83.07,0.0,0.0,508,13,0,0.0,2.5591,6.39,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260720.csv
2026-07-20,32158008,EVETIS_CPC_CORE,RUNNING,173.15,0.0,0.0,570,25,0,0.0,4.386,6.926,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260720.csv
2026-07-20,32158051,EVETIS_CPC_CORE,RUNNING,196.68,0.0,0.0,541,41,0,0.0,7.5786,4.7971,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260720.csv
2026-07-20,32158176,EVETIS_CPC_CORE,RUNNING,195.28,0.0,0.0,636,35,1,1123.0,5.5031,5.5794,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260720.csv
2026-07-20,32158299,EVETIS_CPC_CORE,INACTIVE,182.25,0.0,0.0,707,27,0,0.0,3.819,6.75,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260720.csv
2026-07-21,32157891,EVETIS_CPC_CORE,RUNNING,59.71,0.0,0.0,803,10,0,0.0,1.2453,5.971,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260721.csv
2026-07-21,32157919,EVETIS_CPC_CORE,RUNNING,59.04,0.0,0.0,372,7,0,0.0,1.8817,8.4343,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260721.csv
2026-07-21,32157947,EVETIS_CPC_CORE,RUNNING,137.82,0.0,0.0,302,11,0,0.0,3.6424,12.5291,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260721.csv
2026-07-21,32157965,EVETIS_CPC_CORE,RUNNING,105.93,0.0,0.0,399,22,1,1021.0,5.5138,4.815,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260721.csv
2026-07-21,32157988,EVETIS_CPC_CORE,RUNNING,144.53,0.0,0.0,568,21,0,0.0,3.6972,6.8824,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260721.csv
2026-07-21,32158008,EVETIS_CPC_CORE,RUNNING,187.1,0.0,0.0,549,27,0,0.0,4.918,6.9296,NOT_AVAILABLE,raw/backfill_v1/performance/expense_20260721.csv
