event_date,operation_id,type_id,operation_name,accrued_category,unit_number,unit_number_meaning,posting_number,ozon_sku,offer_id,internal_sku,quantity,seller_price,amount,currency,source_endpoint,source_raw_file
2026-06-01,52702500595,76,Страхование товара от массовых повреждений,NON_ITEM,,order_or_item_ref,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-11.24,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52737967944,32,Логистика,POSTING,0199424196-0196-1,posting_number,0199424196-0196-1,3892223191,930334397,EVT-SET-CHERRY-AMBER,NOT_AVAILABLE,NOT_AVAILABLE,-88.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52737967944,98,Доставка до места выдачи силами Ozon,POSTING,0199424196-0196-1,posting_number,0199424196-0196-1,3892223191,930334397,EVT-SET-CHERRY-AMBER,NOT_AVAILABLE,NOT_AVAILABLE,-25.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52738893179,32,Логистика,POSTING,0223481492-0125-1,posting_number,0223481492-0125-1,3732641694,567668635,EVT-SET-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-74.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52738893180,59,Обратная логистика,POSTING,0223481492-0125-1,posting_number,0223481492-0125-1,3732641694,567668635,EVT-SET-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-70.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52766645199,32,Логистика,POSTING,78061473-0524-1,posting_number,78061473-0524-1,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-66.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52766645199,29,Доставка до места выдачи,POSTING,78061473-0524-1,posting_number,78061473-0524-1,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-7.98,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52768044110,1,Эквайринг,ITEM,78061473-0524-1,order_or_item_ref,,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-6.5,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52788574264,41,Оплата за клик,NON_ITEM,27443733,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-64.31,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52788611803,41,Оплата за клик,NON_ITEM,27307598,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-16.41,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52788615627,41,Оплата за клик,NON_ITEM,27307535,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-14.34,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-01,52788652818,41,Оплата за клик,NON_ITEM,27251978,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-73.46,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260601.json
2026-06-02,52787159412,76,Страхование товара от массовых повреждений,NON_ITEM,,order_or_item_ref,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-11.11,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-02,52794507056,38,Обеспечение материалами для упаковки товара,ITEM,61936461-0171-2,order_or_item_ref,,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-5.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-02,52794507057,39,Упаковка товара партнёрами,ITEM,61936461-0171-2,order_or_item_ref,,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-10.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-02,52796190349,32,Логистика,POSTING,0160098811-0919-1,posting_number,0160098811-0919-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-81.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-02,52796190349,98,Доставка до места выдачи силами Ozon,POSTING,0160098811-0919-1,posting_number,0160098811-0919-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-25.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-02,52857564094,1,Эквайринг,ITEM,24170025-0422,order_or_item_ref,,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-4.69,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-02,52868865544,41,Оплата за клик,NON_ITEM,27443733,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-52.57,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-02,52868940438,41,Оплата за клик,NON_ITEM,27307598,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-31.28,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-02,52868940442,41,Оплата за клик,NON_ITEM,27307535,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-43.26,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-02,52868958284,41,Оплата за клик,NON_ITEM,27251978,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-70.63,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260602.json
2026-06-03,52867143170,76,Страхование товара от массовых повреждений,NON_ITEM,,order_or_item_ref,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-11.07,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260603.json
2026-06-03,52877083291,32,Логистика,POSTING,84371292-0157-1,posting_number,84371292-0157-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-85.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260603.json
2026-06-03,52877083291,29,Доставка до места выдачи,POSTING,84371292-0157-1,posting_number,84371292-0157-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-6.62,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260603.json
2026-06-03,52878309430,1,Эквайринг,ITEM,84371292-0157-1,order_or_item_ref,,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-2.52,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260603.json
2026-06-03,52925737676,1,Эквайринг,ITEM,63083916-0687,order_or_item_ref,,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-4.42,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260603.json
2026-06-03,52952819933,41,Оплата за клик,NON_ITEM,27251978,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-50.82,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260603.json
2026-06-03,52952819934,41,Оплата за клик,NON_ITEM,27307535,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-40.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260603.json
2026-06-03,52952819935,41,Оплата за клик,NON_ITEM,27443733,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-46.8,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260603.json
2026-06-03,52952829346,41,Оплата за клик,NON_ITEM,27307598,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-19.5,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260603.json
2026-06-04,52950417810,76,Страхование товара от массовых повреждений,NON_ITEM,,order_or_item_ref,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-11.06,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52958016998,32,Логистика,POSTING,83443714-0364-1,posting_number,83443714-0364-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-81.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52958016998,29,Доставка до места выдачи,POSTING,83443714-0364-1,posting_number,83443714-0364-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-10.29,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52960000313,1,Эквайринг,ITEM,0105883992-0211,order_or_item_ref,,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-6.4,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52968055644,32,Логистика,POSTING,0243789888-0130-1,posting_number,0243789888-0130-1,3528293526,535581674,EVT-FT-MOIST-150,NOT_AVAILABLE,NOT_AVAILABLE,-66.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52968055644,29,Доставка до места выдачи,POSTING,0243789888-0130-1,posting_number,0243789888-0130-1,3528293526,535581674,EVT-FT-MOIST-150,NOT_AVAILABLE,NOT_AVAILABLE,-8.6,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52969271311,1,Эквайринг,ITEM,0243789888-0130-1,order_or_item_ref,,3528293526,535581674,EVT-FT-MOIST-150,NOT_AVAILABLE,NOT_AVAILABLE,-5.75,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52972646540,32,Логистика,POSTING,61936461-0171-2,posting_number,61936461-0171-2,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-71.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52972646541,59,Обратная логистика,POSTING,61936461-0171-2,posting_number,61936461-0171-2,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-78.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52982033310,29,Доставка до места выдачи,POSTING,61936461-0171-2,posting_number,61936461-0171-2,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-5.59,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52982033311,45,"Обработка возвратов, отмен и невыкупов партнёрами",POSTING,61936461-0171-2,posting_number,61936461-0171-2,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-15.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52992629084,29,Доставка до места выдачи,POSTING,0105028229-0087-2,posting_number,0105028229-0087-2,3733452761,868597351,EVT-SET-4PC-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-7.61,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52992629085,45,"Обработка возвратов, отмен и невыкупов партнёрами",POSTING,0105028229-0087-2,posting_number,0105028229-0087-2,3733452761,868597351,EVT-SET-4PC-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-15.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52992676008,32,Логистика,POSTING,0105028229-0087-2,posting_number,0105028229-0087-2,3733452761,868597351,EVT-SET-4PC-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-76.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,52992676009,59,Обратная логистика,POSTING,0105028229-0087-2,posting_number,0105028229-0087-2,3733452761,868597351,EVT-SET-4PC-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-71.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,53018180191,32,Логистика,POSTING,22738323-0485-5,posting_number,22738323-0485-5,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-70.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,53018180191,29,Доставка до места выдачи,POSTING,22738323-0485-5,posting_number,22738323-0485-5,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-8.05,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,53020229515,1,Эквайринг,ITEM,22738323-0485-5,order_or_item_ref,,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-16.07,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,53032678321,41,Оплата за клик,NON_ITEM,27443733,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-59.98,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,53032727060,41,Оплата за клик,NON_ITEM,27307598,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-28.45,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,53032727067,41,Оплата за клик,NON_ITEM,27307535,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-6.99,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-04,53032739014,41,Оплата за клик,NON_ITEM,27251978,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-44.47,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260604.json
2026-06-05,53031098705,76,Страхование товара от массовых повреждений,NON_ITEM,,order_or_item_ref,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-10.86,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260605.json
2026-06-05,53070779323,1,Эквайринг,ITEM,0122514050-0256,order_or_item_ref,,3732641694,567668635,EVT-SET-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-10.73,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260605.json
2026-06-05,53102125957,32,Логистика,POSTING,63083916-0687-1,posting_number,63083916-0687-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-77.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260605.json
2026-06-05,53102125957,29,Доставка до места выдачи,POSTING,63083916-0687-1,posting_number,63083916-0687-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-7.76,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260605.json
2026-06-05,53114327193,41,Оплата за клик,NON_ITEM,27443733,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-62.84,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260605.json
2026-06-05,53114357084,41,Оплата за клик,NON_ITEM,27307535,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-25.8,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260605.json
2026-06-05,53114361854,41,Оплата за клик,NON_ITEM,27307598,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-45.64,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260605.json
2026-06-05,53114366688,41,Оплата за клик,NON_ITEM,27251978,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-51.69,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260605.json
2026-06-06,53112817882,76,Страхование товара от массовых повреждений,NON_ITEM,,order_or_item_ref,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-11.64,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53126368574,32,Логистика,POSTING,80441196-1037-1,posting_number,80441196-1037-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-81.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53126368574,29,Доставка до места выдачи,POSTING,80441196-1037-1,posting_number,80441196-1037-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-8.06,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53128175529,1,Эквайринг,ITEM,80441196-1037-1,order_or_item_ref,,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-5.04,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53155817182,32,Логистика,POSTING,0105883992-0211-1,posting_number,0105883992-0211-1,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-66.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53155817182,29,Доставка до места выдачи,POSTING,0105883992-0211-1,posting_number,0105883992-0211-1,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-8.16,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53161048197,32,Логистика,POSTING,0248200533-0001-1,posting_number,0248200533-0001-1,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-66.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53161048197,29,Доставка до места выдачи,POSTING,0248200533-0001-1,posting_number,0248200533-0001-1,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-9.75,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53161048391,32,Логистика,POSTING,0122514050-0256-1,posting_number,0122514050-0256-1,3732641694,567668635,EVT-SET-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-70.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53161048391,98,Доставка до места выдачи силами Ozon,POSTING,0122514050-0256-1,posting_number,0122514050-0256-1,3732641694,567668635,EVT-SET-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-25.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53187165534,41,Оплата за клик,NON_ITEM,27443733,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-123.27,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53187213249,41,Оплата за клик,NON_ITEM,27307535,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-75.99,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53187216260,41,Оплата за клик,NON_ITEM,27307598,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-101.01,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-06,53187226614,41,Оплата за клик,NON_ITEM,27251978,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-73.69,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260606.json
2026-06-07,53185725224,76,Страхование товара от массовых повреждений,NON_ITEM,,order_or_item_ref,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-11.38,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260607.json
2026-06-07,53191672862,1,Эквайринг,ITEM,29029680-2589,order_or_item_ref,,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-7.26,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260607.json
2026-06-07,53261358844,1,Эквайринг,ITEM,78598856-0564,order_or_item_ref,,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-4.51,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260607.json
2026-06-07,53264348963,41,Оплата за клик,NON_ITEM,27443733,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-168.17,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260607.json
2026-06-07,53264379984,41,Оплата за клик,NON_ITEM,27251978,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-92.16,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260607.json
2026-06-07,53264380449,41,Оплата за клик,NON_ITEM,27307598,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-61.54,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260607.json
2026-06-07,53264380456,41,Оплата за клик,NON_ITEM,27307535,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-126.84,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260607.json
2026-06-08,53263516163,76,Страхование товара от массовых повреждений,NON_ITEM,,order_or_item_ref,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-11.38,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53288512054,32,Логистика,POSTING,0113819485-0127-1,posting_number,0113819485-0127-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-92.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53288512054,29,Доставка до места выдачи,POSTING,0113819485-0127-1,posting_number,0113819485-0127-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-7.28,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53288625614,32,Логистика,POSTING,02132772-0139-7,posting_number,02132772-0139-7,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-66.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53288625614,29,Доставка до места выдачи,POSTING,02132772-0139-7,posting_number,02132772-0139-7,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-9.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53290494007,1,Эквайринг,ITEM,0113819485-0127-1,order_or_item_ref,,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-4.87,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53290499943,1,Эквайринг,ITEM,02132772-0139-7,order_or_item_ref,,3530427102,535581675,EVT-FT-ACNE-150,NOT_AVAILABLE,NOT_AVAILABLE,-7.24,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53317911798,1,Эквайринг,ITEM,30264772-0295,order_or_item_ref,,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-4.2,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53327120510,32,Логистика,POSTING,24170025-0422-1,posting_number,24170025-0422-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-81.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53327120510,29,Доставка до места выдачи,POSTING,24170025-0422-1,posting_number,24170025-0422-1,1997079254,252442517,EVT-HC-HAND-300,NOT_AVAILABLE,NOT_AVAILABLE,-7.77,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53346151024,1,Эквайринг,ITEM,0141357579-0128,order_or_item_ref,,3733947454,909951444,EVT-SET-ACNE-POWDER-SERUM-CREAM,NOT_AVAILABLE,NOT_AVAILABLE,-13.55,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53351448875,41,Оплата за клик,NON_ITEM,27443733,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-131.2,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53351470886,41,Оплата за клик,NON_ITEM,27307535,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-61.93,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53351472822,41,Оплата за клик,NON_ITEM,27307598,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-28.47,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53351491660,41,Оплата за клик,NON_ITEM,27251978,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-84.95,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-08,53352502291,54,Продвижение товара,NON_ITEM,14503166,campaign_id,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-168.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260608.json
2026-06-09,53349908415,76,Страхование товара от массовых повреждений,NON_ITEM,,order_or_item_ref,,,,,NOT_AVAILABLE,NOT_AVAILABLE,-11.21,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260609.json
2026-06-09,53360916316,32,Логистика,POSTING,73422757-0007-9,posting_number,73422757-0007-9,3735674506,910584041,EVT-SET-TON-SER-CREAM-ACNE,NOT_AVAILABLE,NOT_AVAILABLE,-102.0,RUB,/v1/finance/accrual/by-day,raw/backfill_v1/finance/accrual_by_day_20260609.json
