date,marketing_cost_type,campaign_id,ozon_sku,offer_id,internal_sku,cash_cost_rub,product_cogs_cost_rub,total_marketing_cost_rub,evidence_status,primary_source,finance_type_id,source_raw_file
2026-06-11,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,29.68,NOT_APPLICABLE,29.68,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260611.json
2026-06-11,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,207.12,NOT_APPLICABLE,207.12,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260611.json
2026-06-12,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,56.39,NOT_APPLICABLE,56.39,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260612.json
2026-06-12,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,82.02,NOT_APPLICABLE,82.02,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260612.json
2026-06-12,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,10.18,NOT_APPLICABLE,10.18,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260612.json
2026-06-12,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,331.8,NOT_APPLICABLE,331.8,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260612.json
2026-06-12,SEARCH_PROMO_CPO,14503166,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,360.0,NOT_APPLICABLE,360.0,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,54,raw/backfill_v1/finance/accrual_by_day_20260612.json
2026-06-13,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,106.17,NOT_APPLICABLE,106.17,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260613.json
2026-06-13,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,130.49,NOT_APPLICABLE,130.49,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260613.json
2026-06-13,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,3.89,NOT_APPLICABLE,3.89,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260613.json
2026-06-13,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,288.02,NOT_APPLICABLE,288.02,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260613.json
2026-06-14,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,79.83,NOT_APPLICABLE,79.83,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260614.json
2026-06-14,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,119.88,NOT_APPLICABLE,119.88,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260614.json
2026-06-14,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,26.05,NOT_APPLICABLE,26.05,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260614.json
2026-06-14,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,158.27,NOT_APPLICABLE,158.27,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260614.json
2026-06-15,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,53.92,NOT_APPLICABLE,53.92,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260615.json
2026-06-15,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,104.25,NOT_APPLICABLE,104.25,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260615.json
2026-06-15,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,137.19,NOT_APPLICABLE,137.19,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260615.json
2026-06-16,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,40.89,NOT_APPLICABLE,40.89,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260616.json
2026-06-16,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,78.71,NOT_APPLICABLE,78.71,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260616.json
2026-06-16,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,3.18,NOT_APPLICABLE,3.18,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260616.json
2026-06-16,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,108.79,NOT_APPLICABLE,108.79,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260616.json
2026-06-16,SEARCH_PROMO_CPO,14503166,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,105.0,NOT_APPLICABLE,105.0,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,54,raw/backfill_v1/finance/accrual_by_day_20260616.json
2026-06-17,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,41.05,NOT_APPLICABLE,41.05,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260617.json
2026-06-17,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,97.75,NOT_APPLICABLE,97.75,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260617.json
2026-06-17,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,28.02,NOT_APPLICABLE,28.02,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260617.json
2026-06-17,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,161.71,NOT_APPLICABLE,161.71,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260617.json
2026-06-18,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,25.52,NOT_APPLICABLE,25.52,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260618.json
2026-06-18,CPC_MEDIA,27307535,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,50.22,NOT_APPLICABLE,50.22,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260618.json
2026-06-18,CPC_MEDIA,27307598,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,40.64,NOT_APPLICABLE,40.64,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260618.json
2026-06-18,CPC_MEDIA,27443733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,174.14,NOT_APPLICABLE,174.14,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260618.json
2026-06-19,CPC_MEDIA,27251978,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,55.49,NOT_APPLICABLE,55.49,CONFIRMED_SPEND,Seller API /v1/finance/accrual/by-day,41,raw/backfill_v1/finance/accrual_by_day_20260619.json
